Order_Date,Time,Aging,Customer_Id,Gender,Device_Type,Customer_Login_type,Product_Category,Product,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method
3/27/2018,16:02:37,4,33970,Male,Web,Member,Fashion,Jeans,218,5,0.4,116.2,11.6,Medium,credit_card
12/20/2018,10:20:27,7,52361,Male,Web,Member,Fashion,Suits,109,1,0.4,20.3,2,High,credit_card
8/21/2018,17:11:24,10,24254,Male,Web,Member,Fashion,Sports Wear,85,1,0.4,1.6,0.2,High,money_order
2/4/2018,9:26:19,1,30986,Male,Web,Member,Fashion,Casula Shoes,122,1,0.5,40.8,4.1,Critical,credit_card
7/14/2018,8:46:50,10,25610,Female,Web,Member,Electronic,Samsung Mobile,220,2,0.1,135.6,13.6,Medium,credit_card
9/5/2018,14:39:08,5,46514,Female,Web,Member,Electronic,Watch,104,1,0.1,20.9,2.1,Critical,money_order
4/24/2018,2:14:00,7,16112,Female,Web,Member,Electronic,Fans,149,4,0.1,63,6.3,High,credit_card
7/1/2018,20:25:32,3,53818,Male,Web,Member,Electronic,Iron,222,4,0.1,115.4,11.5,High,credit_card
11/4/2018,16:19:07,8,57282,Female,Web,Member,Electronic,Tablet,199,3,0.2,89.2,8.9,High,credit_card
9/22/2018,18:41:27,1,31394,Male,Web,Member,Electronic,Mouse,111,2,0.1,28.8,2.9,Medium,credit_card
7/5/2018,16:10:12,8,51519,Female,Web,Member,Electronic,Keyboard,33,4,0.1,8.3,0.8,High,credit_card
5/10/2018,0:20:09,8,26816,Male,Web,Member,Electronic,Apple Laptop,250,3,0.2,132.5,13.3,Medium,credit_card
5/12/2018,22:34:49,4,23022,Male,Web,Member,Electronic,Mixer/Juicer,83,4,0.2,20.8,2.1,Medium,credit_card
2/15/2018,16:51:49,1,32795,Female,Web,Member,Electronic,LED,192,3,0.1,94.7,9.5,Medium,credit_card
7/16/2018,17:15:06,5,36530,Male,Web,Member,Electronic,LCD,65,4,0.1,16.3,1.6,Medium,credit_card
2/23/2018,19:26:07,4,19016,Female,Web,Member,Electronic,Speakers,130,1,0.1,43.5,4.4,Medium,credit_card
10/29/2018,9:15:31,4,41315,Male,Web,Member,Electronic,Samsung Mobile,220,1,0.1,107,10.7,High,e_wallet
11/17/2018,9:08:30,8,52210,Female,Web,Member,Electronic,Watch,104,1,0.2,13.6,1.4,Medium,credit_card
10/3/2018,22:34:58,9,36281,Male,Web,Member,Electronic,Fans,149,4,0.2,39.2,3.9,Medium,credit_card
6/10/2018,10:42:53,6,47394,Female,Web,Member,Electronic,Iron,222,3,0.2,115.4,11.5,Medium,credit_card
11/8/2018,20:42:39,4,12723,Male,Web,Member,Electronic,Tablet,199,1,0.2,99.1,9.9,High,credit_card
8/11/2018,18:56:51,2,41980,Female,Web,Member,Electronic,Mouse,111,1,0.2,3.3,0.3,High,credit_card
8/20/2018,22:36:14,10,50673,Female,Web,Member,Electronic,Keyboard,33,1,0.1,33,3.3,High,debit_card
12/19/2018,21:22:19,2,27968,Female,Web,Member,Electronic,Apple Laptop,250,2,0.2,160,16,High,credit_card
6/2/2018,21:34:10,2,55444,Male,Web,Member,Electronic,Mixer/Juicer,83,1,0.2,83,8.3,Medium,money_order
12/19/2018,18:24:26,8,44838,Male,Web,Member,Electronic,LED,192,2,0.2,104.3,10.4,High,credit_card
6/30/2018,1:35:46,3,55849,Male,Web,Member,Electronic,LCD,65,2,0.2,32.5,3.3,High,credit_card
10/20/2018,22:51:17,2,58087,Female,Web,Member,Electronic,Speakers,130,3,0.1,46.1,4.6,Medium,credit_card
12/7/2018,19:20:08,4,59843,Female,Web,Member,Electronic,Samsung Mobile,220,3,0.1,133.4,13.3,Medium,money_order
10/11/2018,12:10:18,10,48652,Male,Web,Member,Electronic,Watch,104,3,0.2,11.5,1.2,High,credit_card
9/21/2018,15:00:13,3,46313,Female,Web,Member,Electronic,Fans,149,3,0.2,46.7,4.7,Medium,money_order
8/2/2018,17:15:48,10,33877,Female,Web,Member,Electronic,Iron,222,1,0.2,97.6,9.8,Medium,credit_card
5/15/2018,19:04:46,1,40309,Male,Web,Member,Electronic,Tablet,199,4,0.1,111,11.1,High,credit_card
1/29/2018,9:07:09,10,33396,Female,Web,Member,Electronic,Mouse,111,3,0.2,17.7,1.8,Medium,money_order
3/12/2018,21:30:05,10,43732,Female,Web,Member,Electronic,Keyboard,33,3,0.2,11,1.1,High,credit_card
8/5/2018,18:24:33,6,16360,Male,Web,Member,Electronic,Apple Laptop,250,4,0.1,160,16,High,credit_card
12/17/2018,16:17:21,1,10399,Female,Web,Member,Electronic,Mixer/Juicer,83,1,0.2,83,8.3,High,credit_card
3/2/2018,19:30:50,5,14477,Female,Web,Member,Electronic,LED,192,3,0.2,89,8.9,Critical,credit_card
11/14/2018,10:00:45,6,27912,Female,Web,Member,Electronic,LCD,65,4,0.1,16.3,1.6,Medium,money_order
10/5/2018,17:40:18,10,24900,Female,Web,Member,Electronic,Speakers,130,1,0.2,17.5,1.8,Medium,credit_card
11/17/2018,21:26:47,10,49828,Female,Web,Member,Electronic,Samsung Mobile,220,4,0.2,122.4,12.2,High,credit_card
5/2/2018,22:36:14,6,32481,Female,Web,Member,Electronic,Watch,104,1,0.2,3.2,0.3,Medium,credit_card
10/6/2018,13:47:09,1,51763,Male,Web,Member,Electronic,Fans,149,1,0.1,46.7,4.7,Medium,credit_card
1/7/2018,17:32:58,10,27718,Female,Web,Member,Electronic,Iron,222,1,0.2,137.6,13.8,High,credit_card
1/2/2018,20:49:29,2,31251,Female,Web,Member,Electronic,Tablet,199,4,0.2,87.2,8.7,Medium,credit_card
3/27/2018,12:22:24,10,11153,Female,Web,Member,Electronic,Mouse,111,1,0.1,25.5,2.5,High,money_order
8/7/2018,11:11:30,8,55198,Male,Web,Member,Electronic,Keyboard,33,1,0.2,33,3.3,Critical,credit_card
7/13/2018,13:14:25,10,30034,Male,Web,Member,Electronic,Apple Laptop,250,3,0.2,132.5,13.3,High,money_order
7/28/2018,18:13:15,2,28243,Female,Web,Member,Electronic,Mixer/Juicer,83,1,0.2,16.6,1.7,Medium,credit_card
7/12/2018,14:32:57,8,13513,Male,Web,Member,Electronic,LED,192,3,0.1,94.7,9.5,High,money_order
3/7/2018,7:15:57,7,50145,Male,Web,Member,Electronic,LCD,65,1,0.2,65,6.5,Medium,credit_card
12/25/2018,13:19:23,10,14080,Female,Web,Member,Electronic,Speakers,130,2,0.1,47.4,4.7,Medium,credit_card
10/7/2018,22:36:36,10,21404,Female,Web,Member,Electronic,Samsung Mobile,220,1,0.2,96,9.6,Medium,credit_card
11/5/2018,19:41:43,1,39664,Female,Web,Member,Electronic,Watch,104,2,0.2,15.7,1.6,High,credit_card
10/11/2018,10:55:45,10,39744,Female,Web,Member,Electronic,Fans,149,1,0.1,67.5,6.8,Medium,money_order
6/12/2018,15:28:49,1,53187,Female,Web,Member,Electronic,Iron,222,4,0.2,124.2,12.4,High,money_order
8/27/2018,19:40:22,5,37769,Female,Web,Member,Electronic,Tablet,199,4,0.2,79.2,7.9,Medium,e_wallet
9/25/2018,10:50:33,2,16969,Female,Web,Member,Electronic,Mouse,111,4,0.2,8.8,0.9,Medium,credit_card
11/14/2018,18:43:56,6,14304,Female,Web,Member,Electronic,Keyboard,33,2,0.2,16.5,1.7,Medium,money_order
11/16/2018,18:18:09,3,56958,Male,Web,Member,Electronic,Apple Laptop,250,3,0.1,162.5,16.3,Medium,credit_card
9/4/2018,10:22:35,9,15322,Male,Web,Member,Electronic,Mixer/Juicer,83,4,0.2,20.8,2.1,High,credit_card
10/15/2018,10:19:26,6,51442,Male,Web,Member,Electronic,LED,192,2,0.1,100.5,10,Medium,credit_card
7/6/2018,19:45:13,3,41803,Female,Web,Member,Electronic,LCD,65,3,0.2,21.7,2.2,High,credit_card
10/3/2018,16:03:03,2,30790,Male,Web,Member,Electronic,Speakers,130,4,0.1,34.4,3.4,Medium,credit_card
7/26/2018,16:44:38,2,25834,Female,Web,Member,Electronic,Samsung Mobile,220,1,0.2,131.2,13.1,Medium,credit_card
8/3/2018,9:27:17,5,28314,Male,Web,Member,Electronic,Watch,104,2,0.2,19.8,2,High,credit_card
7/8/2018,19:08:43,5,46975,Male,Web,Member,Electronic,Fans,149,3,0.1,64.5,6.5,High,credit_card
12/20/2018,11:05:50,2,57838,Female,Web,Member,Electronic,Iron,222,4,0.1,115.4,11.5,Medium,credit_card
8/10/2018,9:27:35,8,36864,Male,Web,Member,Electronic,Tablet,199,3,0.1,113,11.3,Critical,credit_card
3/2/2018,11:51:27,5,27520,Female,Web,Member,Electronic,Mouse,111,1,0.2,25.5,2.5,Medium,credit_card
10/27/2018,12:13:43,9,10806,Female,Web,Member,Electronic,Keyboard,33,1,0.2,33,3.3,High,credit_card
5/22/2018,16:16:37,2,12830,Male,Web,Member,Electronic,Apple Laptop,250,1,0.2,107.5,10.8,Medium,e_wallet
10/28/2018,18:51:01,5,14630,Female,Web,Member,Electronic,Mixer/Juicer,83,2,0.2,41.5,4.2,High,credit_card
3/14/2018,19:10:10,10,10166,Female,Web,Member,Electronic,LED,192,1,0.1,102.4,10.2,Critical,credit_card
9/11/2018,9:19:42,4,59211,Female,Web,Member,Electronic,LCD,65,1,0.2,65,6.5,Medium,money_order
11/6/2018,11:46:04,9,10496,Female,Web,Member,Electronic,Speakers,130,1,0.1,46.1,4.6,High,credit_card
8/6/2018,20:35:00,4,13472,Female,Web,Member,Electronic,Samsung Mobile,220,1,0.2,96,9.6,Medium,credit_card
11/17/2018,13:50:10,2,21864,Female,Web,Member,Electronic,Watch,104,3,0.2,11.5,1.2,Medium,credit_card
12/20/2018,7:41:45,2,47585,Female,Web,Member,Electronic,Fans,149,2,0.2,54.1,5.4,Critical,credit_card
9/26/2018,11:38:30,3,13010,Female,Web,Member,Electronic,Iron,222,1,0.1,108.7,10.9,Medium,credit_card
4/1/2018,20:52:22,4,52834,Female,Web,Member,Electronic,Tablet,199,1,0.2,111,11.1,Critical,credit_card
7/13/2018,23:00:22,2,58723,Male,Web,Member,Electronic,Mouse,111,1,0.1,14.4,1.4,Medium,credit_card
7/12/2018,15:13:01,6,41127,Male,Web,Member,Electronic,Keyboard,33,4,0.2,8.3,0.8,Medium,credit_card
8/23/2018,14:47:25,5,47298,Female,Web,Member,Electronic,Apple Laptop,250,2,0.1,165,16.5,Critical,credit_card
7/7/2018,9:14:51,10,43561,Male,Web,Member,Electronic,Mixer/Juicer,83,1,0.1,16.6,1.7,Medium,credit_card
1/1/2018,12:17:35,2,26825,Female,Web,Member,Electronic,LED,192,1,0.2,108.2,10.8,Medium,credit_card
5/12/2018,19:29:17,9,18092,Female,Web,Member,Electronic,LCD,65,4,0.2,16.3,1.6,High,credit_card
5/22/2018,18:15:54,3,44454,Male,Web,Member,Electronic,Speakers,130,4,0.2,29.2,2.9,High,credit_card
5/9/2018,13:20:39,9,53971,Female,Web,Member,Electronic,Samsung Mobile,220,2,0.1,126.8,12.7,Critical,debit_card
3/10/2018,20:42:05,9,56207,Male,Web,Member,Electronic,Watch,104,3,0.1,14.6,1.5,High,debit_card
8/14/2018,13:22:37,3,29301,Female,Web,Member,Electronic,Fans,149,3,0.1,64.5,6.5,Medium,e_wallet
2/9/2018,19:50:19,7,50289,Male,Web,Member,Electronic,Iron,222,3,0.1,122,12.2,Medium,credit_card
1/8/2018,9:50:08,8,13449,Female,Web,Member,Electronic,Tablet,199,2,0.2,103.1,10.3,Medium,credit_card
11/20/2018,15:32:41,2,39209,Female,Web,Member,Electronic,Mouse,111,2,0.1,28.8,2.9,Medium,credit_card
4/24/2018,22:07:05,3,52031,Male,Web,Member,Electronic,Keyboard,33,4,0.2,8.3,0.8,High,debit_card
9/14/2018,11:43:13,4,23902,Male,Web,Member,Electronic,Apple Laptop,250,1,0.2,160,16,High,credit_card
1/29/2018,21:49:11,3,20770,Female,Web,Member,Electronic,Mixer/Juicer,83,3,0.1,27.7,2.8,Medium,e_wallet
1/24/2018,18:07:14,10,32238,Female,Web,Member,Electronic,LED,192,2,0.2,92.8,9.3,High,credit_card
9/9/2018,17:09:21,7,42109,Female,Web,Member,Electronic,LCD,65,1,0.1,13,1.3,High,credit_card
2/11/2018,21:42:39,5,58903,Male,Web,Member,Electronic,Speakers,130,4,0.1,34.4,3.4,Critical,credit_card
10/23/2018,12:07:31,1,29485,Female,Web,Member,Electronic,Samsung Mobile,220,4,0.2,122.4,12.2,Critical,credit_card
5/25/2018,21:15:02,1,43133,Male,Web,Member,Electronic,Watch,104,1,0.1,23,2.3,High,e_wallet
9/3/2018,19:20:39,5,45743,Female,Web,Member,Electronic,Fans,149,1,0.1,61.6,6.2,Critical,credit_card
10/29/2018,10:01:22,3,34607,Female,Web,Member,Electronic,Iron,222,1,0.1,139.8,14,Medium,credit_card
12/26/2018,10:53:16,3,57869,Female,Web,Member,Electronic,Tablet,199,2,0.2,103.1,10.3,Medium,credit_card
12/21/2018,11:32:01,5,57919,Male,Web,Member,Electronic,Mouse,111,4,0.2,13.2,1.3,High,credit_card
9/16/2018,20:59:52,7,30541,Male,Web,Member,Electronic,Keyboard,33,1,0.1,33,3.3,Medium,money_order
5/18/2018,20:43:41,3,38686,Female,Web,Member,Electronic,Apple Laptop,250,3,0.2,155,15.5,Medium,credit_card
7/22/2018,18:41:47,3,10810,Male,Web,Member,Electronic,Mixer/Juicer,83,2,0.2,41.5,4.2,Medium,credit_card
11/1/2018,14:36:25,7,13039,Male,Web,Member,Electronic,LED,192,1,0.1,83.2,8.3,Critical,credit_card
7/18/2018,17:09:11,7,10228,Female,Web,Member,Electronic,LCD,65,2,0.2,32.5,3.3,Medium,e_wallet
5/24/2018,13:09:25,7,26714,Female,Web,Member,Electronic,Speakers,130,1,0.2,44.8,4.5,High,credit_card
9/25/2018,17:10:47,7,41642,Male,Web,Member,Electronic,Samsung Mobile,220,4,0.2,122.4,12.2,Medium,credit_card
1/13/2018,14:49:14,2,43546,Female,Web,Member,Electronic,Watch,104,1,0.2,13.6,1.4,Medium,credit_card
8/12/2018,20:51:15,5,31518,Female,Web,Member,Electronic,Fans,149,4,0.1,51.1,5.1,High,credit_card
9/20/2018,10:14:24,8,14494,Male,Web,Member,Electronic,Iron,222,3,0.2,108.7,10.9,High,credit_card
12/18/2018,19:09:39,1,29737,Female,Web,Member,Electronic,Tablet,199,1,0.2,109.1,10.9,Medium,money_order
11/7/2018,9:13:03,10,22067,Male,Web,Member,Electronic,Mouse,111,2,0.2,19.9,2,High,credit_card
7/23/2018,22:35:09,9,32761,Male,Web,Member,Electronic,Keyboard,33,1,0.1,6.6,0.7,High,credit_card
11/20/2018,18:12:53,7,37659,Male,Web,Member,Electronic,Apple Laptop,250,4,0.2,120,12,Critical,money_order
6/5/2018,18:10:09,5,26304,Female,Web,Member,Electronic,Mixer/Juicer,83,4,0.2,20.8,2.1,High,credit_card
4/27/2018,14:53:08,7,14978,Male,Web,Member,Electronic,LED,192,3,0.1,94.7,9.5,High,credit_card
9/25/2018,14:16:47,4,40840,Male,Web,Member,Electronic,LCD,65,3,0.2,21.7,2.2,Medium,credit_card
1/10/2018,8:14:54,7,20002,Male,Web,Member,Electronic,Speakers,130,1,0.2,47.4,4.7,Medium,credit_card
8/27/2018,12:37:54,6,35878,Female,Web,Member,Electronic,Samsung Mobile,220,4,0.1,131.2,13.1,High,e_wallet
12/17/2018,18:43:55,6,52032,Female,Web,Member,Electronic,Watch,104,4,0.2,15.7,1.6,Medium,credit_card
10/23/2018,21:46:52,3,38085,Female,Web,Member,Electronic,Fans,149,3,0.1,55.6,5.6,Medium,credit_card
9/4/2018,11:31:30,7,46190,Male,Web,Member,Electronic,Iron,222,2,0.2,119.8,12,High,credit_card
9/24/2018,14:20:00,5,49155,Female,Web,Member,Electronic,Tablet,199,4,0.2,87.2,8.7,Medium,credit_card
10/6/2018,22:03:39,10,26121,Female,Web,Member,Electronic,Mouse,111,1,0.1,29.9,3,Medium,credit_card
10/6/2018,14:23:26,3,11996,Female,Web,Member,Electronic,Keyboard,33,2,0.2,16.5,1.7,High,credit_card
10/2/2018,21:29:17,3,43679,Female,Web,Member,Electronic,Apple Laptop,250,1,0.2,160,16,High,credit_card
7/23/2018,21:45:43,10,35989,Male,Web,Member,Electronic,Mixer/Juicer,83,1,0.2,16.6,1.7,High,credit_card
10/26/2018,21:26:08,5,49235,Male,Web,Member,Electronic,LED,192,2,0.2,104.3,10.4,High,credit_card
7/30/2018,15:28:17,1,48718,Female,Web,Member,Electronic,LCD,65,4,0.2,16.3,1.6,Medium,credit_card
3/10/2018,11:01:24,3,28347,Male,Web,Member,Electronic,Speakers,130,4,0.1,44.8,4.5,High,credit_card
2/24/2018,17:09:08,7,45662,Male,Web,Member,Electronic,Samsung Mobile,220,3,0.2,113.6,11.4,Medium,credit_card
5/20/2018,15:46:48,3,21164,Female,Web,Member,Electronic,Watch,104,1,0.2,13.6,1.4,Critical,e_wallet
9/27/2018,0:12:53,3,52953,Male,Web,Member,Electronic,Fans,149,2,0.1,60.1,6,Medium,money_order
5/11/2018,13:28:31,2,54409,Female,Web,Member,Electronic,Iron,222,2,0.2,119.8,12,High,credit_card
7/10/2018,12:19:44,4,51952,Male,Web,Member,Electronic,Tablet,199,1,0.1,113,11.3,Medium,credit_card
6/8/2018,12:54:10,1,52939,Female,Web,Member,Electronic,Mouse,111,1,0.2,3.3,0.3,High,credit_card
7/3/2018,19:27:58,10,45013,Male,Web,Member,Electronic,Keyboard,33,1,0.2,6.6,0.7,Critical,money_order
9/21/2018,14:48:58,2,12304,Male,Web,Member,Electronic,Apple Laptop,250,2,0.1,165,16.5,High,credit_card
3/16/2018,12:04:31,9,22526,Female,Web,Member,Electronic,Mixer/Juicer,83,2,0.2,41.5,4.2,High,money_order
12/16/2018,10:14:09,4,17993,Male,Web,Member,Electronic,LED,192,1,0.1,102.4,10.2,Medium,credit_card
1/3/2018,13:49:56,6,41955,Male,Web,Member,Electronic,LCD,65,2,0.2,32.5,3.3,High,credit_card
10/2/2018,12:20:29,4,46468,Female,Web,Member,Electronic,Speakers,130,1,0.2,44.8,4.5,Medium,credit_card
5/30/2018,19:07:22,9,48162,Male,Web,Member,Electronic,Samsung Mobile,220,2,0.2,118,11.8,High,credit_card
8/27/2018,16:36:39,1,47560,Female,Web,Member,Electronic,Watch,104,1,0.1,8.4,0.8,High,credit_card
3/11/2018,13:47:29,6,45393,Female,Web,Member,Electronic,Fans,149,1,0.1,67.5,6.8,High,money_order
10/21/2018,22:16:40,4,32058,Female,Web,Member,Electronic,Iron,222,1,0.1,139.8,14,Medium,credit_card
5/24/2018,11:02:12,1,36195,Female,Web,Member,Electronic,Tablet,199,4,0.2,79.2,7.9,Medium,money_order
9/5/2018,15:59:54,10,28445,Female,Web,Member,Electronic,Mouse,111,3,0.2,14.4,1.4,Medium,credit_card
5/18/2018,2:07:42,6,16728,Male,Web,Member,Electronic,Keyboard,33,2,0.1,16.5,1.7,Medium,credit_card
3/11/2018,17:06:48,5,50335,Male,Web,Member,Electronic,Apple Laptop,250,2,0.2,160,16,Medium,credit_card
9/14/2018,23:45:31,1,32161,Female,Web,Member,Electronic,Mixer/Juicer,83,3,0.2,27.7,2.8,High,credit_card
7/20/2018,17:40:32,9,27612,Female,Web,Member,Electronic,LED,192,1,0.2,92.8,9.3,High,e_wallet
10/11/2018,16:22:58,4,56969,Male,Web,Member,Electronic,LCD,65,4,0.2,16.3,1.6,High,money_order
6/30/2018,16:32:42,1,34287,Female,Web,Member,Electronic,Speakers,130,1,0.2,37,3.7,High,debit_card
4/25/2018,18:33:35,9,14142,Male,Web,Member,Electronic,Samsung Mobile,220,1,0.2,85,8.5,Medium,money_order
10/22/2018,13:29:32,7,26377,Female,Web,Member,Electronic,Watch,104,3,0.1,20.9,2.1,Medium,credit_card
6/25/2018,18:04:52,2,35458,Female,Web,Member,Electronic,Fans,149,1,0.1,46.7,4.7,Medium,credit_card
7/22/2018,20:00:50,8,23596,Female,Web,Member,Electronic,Iron,222,4,0.1,115.4,11.5,High,credit_card
6/25/2018,18:43:52,10,10987,Female,Web,First SignUp,Electronic,Tablet,199,1,0.2,111,11.1,Medium,credit_card
11/23/2018,12:12:07,2,38481,Female,Web,Member,Electronic,Mouse,111,1,0.1,29.9,3,Medium,credit_card
9/21/2018,9:36:56,1,49383,Female,Web,Member,Electronic,Keyboard,33,3,0.1,11,1.1,Medium,credit_card
5/7/2018,13:44:46,2,36201,Female,Web,Member,Electronic,Apple Laptop,250,3,0.1,162.5,16.3,High,money_order
6/30/2018,18:06:42,1,42418,Female,Web,Member,Electronic,Mixer/Juicer,83,1,0.1,2.2,0.2,High,credit_card
12/15/2018,8:16:56,7,50295,Female,Web,Member,Electronic,LED,192,1,0.2,102.4,10.2,Medium,credit_card
6/11/2018,16:28:08,9,11135,Male,Web,Member,Electronic,LCD,65,3,0.2,21.7,2.2,Critical,credit_card
12/22/2018,7:34:13,4,37322,Female,Web,Member,Electronic,Speakers,130,4,0.2,39.6,4,Medium,credit_card
11/5/2018,17:34:26,3,32131,Female,Web,Member,Electronic,Samsung Mobile,220,1,0.1,107,10.7,Medium,credit_card
11/1/2018,12:49:50,7,39661,Female,Web,Member,Electronic,Watch,104,1,0.1,20.9,2.1,High,credit_card
8/9/2018,22:54:54,9,26942,Female,Web,Member,Electronic,Fans,149,1,0.2,63,6.3,High,money_order
5/7/2018,18:04:34,10,52508,Male,Web,Member,Electronic,Iron,222,1,0.1,135.3,13.5,High,credit_card
5/6/2018,15:11:26,4,31967,Male,Web,Member,Electronic,Tablet,199,1,0.1,89.2,8.9,Medium,credit_card
4/25/2018,20:31:35,7,22739,Male,Web,Member,Electronic,Mouse,111,4,0.2,8.8,0.9,Medium,credit_card
7/29/2018,14:10:13,8,48016,Male,Web,Member,Electronic,Keyboard,33,1,0.2,33,3.3,Critical,credit_card
5/24/2018,23:23:56,6,19285,Male,Web,Member,Electronic,Apple Laptop,250,4,0.1,160,16,High,credit_card
11/13/2018,15:16:07,3,56993,Female,Web,Member,Electronic,Mixer/Juicer,83,1,0.2,16.6,1.7,Medium,credit_card
5/7/2018,20:36:52,10,38929,Male,Web,Member,Electronic,LED,192,1,0.2,73.6,7.4,Medium,money_order
5/11/2018,20:45:35,3,29612,Female,Web,Member,Electronic,LCD,65,4,0.1,16.3,1.6,High,debit_card
4/26/2018,18:17:55,6,28603,Female,Web,Member,Electronic,Speakers,130,4,0.2,29.2,2.9,High,credit_card
9/12/2018,23:36:53,8,13014,Male,Web,Member,Electronic,Samsung Mobile,220,2,0.1,126.8,12.7,Medium,money_order
5/14/2018,13:51:10,8,14130,Male,Web,Member,Electronic,Watch,104,2,0.1,21.9,2.2,High,credit_card
3/28/2018,17:01:06,7,11679,Male,Web,Member,Electronic,Fans,149,1,0.2,39.2,3.9,Medium,credit_card
9/6/2018,17:19:53,1,37825,Male,Web,Member,Electronic,Iron,222,3,0.1,135.3,13.5,Critical,credit_card
12/24/2018,16:48:47,7,50342,Male,Web,Member,Electronic,Tablet,199,2,0.2,111,11.1,High,credit_card
10/22/2018,11:48:30,2,38735,Male,Web,Member,Electronic,Mouse,111,1,0.2,8.8,0.9,Critical,credit_card
9/23/2018,18:21:44,4,52660,Female,Web,Member,Electronic,Keyboard,33,1,0.1,33,3.3,Medium,credit_card
7/18/2018,20:02:29,4,46863,Female,Web,Member,Electronic,Apple Laptop,250,2,0.2,145,14.5,Medium,credit_card
10/15/2018,20:36:01,10,15764,Female,Web,Member,Electronic,Mixer/Juicer,83,4,0.1,20.8,2.1,High,credit_card
11/14/2018,14:17:58,5,19133,Female,Web,Member,Electronic,LED,192,1,0.1,83.2,8.3,Critical,credit_card
3/19/2018,16:39:09,2,47059,Male,Web,Member,Electronic,LCD,65,1,0.2,65,6.5,High,credit_card
5/1/2018,18:56:48,6,54606,Female,Web,Member,Electronic,Speakers,130,2,0.2,39.6,4,Medium,credit_card
5/13/2018,20:52:14,1,58013,Female,Web,Member,Electronic,Samsung Mobile,220,3,0.2,126.8,12.7,Critical,credit_card
3/2/2018,21:18:36,5,31984,Male,Web,Member,Electronic,Watch,104,3,0.2,8.4,0.8,Medium,credit_card
10/10/2018,14:28:44,1,30733,Male,Web,Member,Electronic,Fans,149,1,0.2,31.8,3.2,Medium,credit_card
3/21/2018,8:46:01,2,31276,Male,Web,Member,Electronic,Iron,222,2,0.2,124.2,12.4,Medium,credit_card
9/25/2018,10:13:08,4,33244,Male,Web,Member,Electronic,Tablet,199,1,0.1,113,11.3,Medium,credit_card
2/19/2018,23:06:49,1,43129,Female,Web,Member,Electronic,Mouse,111,1,0.2,25.5,2.5,Medium,money_order
11/8/2018,11:55:41,6,24961,Female,Web,Member,Electronic,Keyboard,33,1,0.2,33,3.3,High,credit_card
1/8/2018,16:05:13,6,26346,Male,Web,Member,Electronic,Apple Laptop,250,1,0.1,167.5,16.8,Medium,credit_card
4/27/2018,13:24:07,10,59952,Male,Web,Member,Electronic,Mixer/Juicer,83,1,0.1,2.2,0.2,Medium,credit_card
7/23/2018,17:47:17,10,55775,Female,Web,Member,Electronic,LED,192,1,0.2,73.6,7.4,Medium,money_order
7/25/2018,13:06:45,4,53992,Male,Web,Member,Electronic,LCD,65,1,0.2,13,1.3,High,credit_card
2/13/2018,21:37:44,4,17235,Female,Web,Member,Electronic,Speakers,130,4,0.1,44.8,4.5,High,credit_card
2/18/2018,8:34:17,9,53160,Female,Web,Member,Electronic,Samsung Mobile,220,1,0.2,135.6,13.6,Medium,credit_card
7/20/2018,16:26:29,9,35603,Female,Web,Member,Electronic,Watch,104,4,0.1,11.5,1.2,High,credit_card
6/11/2018,16:54:49,3,39256,Female,Web,Member,Electronic,Fans,149,3,0.2,60.1,6,Medium,credit_card
4/28/2018,11:29:31,9,39887,Female,Web,Member,Electronic,Iron,222,2,0.2,124.2,12.4,High,money_order
7/30/2018,20:03:16,3,29833,Female,Web,Member,Electronic,Tablet,199,4,0.2,103.1,10.3,Medium,credit_card
6/25/2018,22:29:15,8,25005,Female,Web,Member,Electronic,Mouse,111,4,0.2,13.2,1.3,Medium,credit_card
8/18/2018,17:37:05,3,50753,Female,Web,Member,Electronic,Keyboard,33,1,0.1,33,3.3,High,money_order
3/11/2018,15:00:43,7,31863,Female,Web,Member,Electronic,Apple Laptop,250,1,0.2,160,16,High,credit_card
5/28/2018,14:17:55,8,15265,Male,Web,Member,Electronic,Mixer/Juicer,83,1,0.2,16.6,1.7,Medium,credit_card
10/2/2018,12:40:57,2,57557,Male,Web,Member,Electronic,LED,192,1,0.2,108.2,10.8,Medium,credit_card
4/23/2018,23:28:31,10,10524,Female,Web,Member,Electronic,LCD,65,1,0.2,65,6.5,Medium,credit_card
8/8/2018,9:35:22,1,49064,Female,Web,Member,Electronic,Speakers,130,1,0.2,17.5,1.8,Medium,credit_card
6/14/2018,18:08:10,4,25684,Female,Web,Member,Electronic,Samsung Mobile,220,1,0.2,118,11.8,Medium,credit_card
11/3/2018,0:26:04,8,39790,Female,Web,Member,Electronic,Watch,104,2,0.1,17.8,1.8,High,money_order
8/7/2018,14:39:58,4,38579,Female,Web,Member,Electronic,Fans,149,4,0.2,57.1,5.7,High,credit_card
9/30/2018,22:23:53,10,26151,Female,Web,Member,Electronic,Iron,222,2,0.2,124.2,12.4,High,credit_card
8/20/2018,13:02:25,3,14695,Female,Web,Member,Electronic,Tablet,199,3,0.2,107.1,10.7,Medium,credit_card
5/17/2018,22:30:34,3,44815,Male,Web,Member,Electronic,Mouse,111,1,0.1,27.7,2.8,Medium,money_order
11/20/2018,8:38:36,6,46781,Male,Web,Member,Electronic,Keyboard,33,3,0.1,11,1.1,High,credit_card
